0.038009,0.86636,0.82985,0.91093,-0.9523,0.10184,0.72426,0.58751,-0.10676
0.13291,-0.10208,0.17256,0.063398,-1.5663,-0.76254,-0.13377,-0.16443,-0.86046
-1.0839,-1.7037,-1.895,-1.8727,-2.5725,-1.4906,-0.96354,-0.68613,-0.76168
0.24013,-0.20286,-0.34603,-0.16285,-0.29019,-0.82523,1.0564,0.92238,0.41775
0.64493,0.18785,0.39871,0.026851,0.10676,0.97784,1.0366,1.8502,0.58614
-0.96944,-1.3417,-1.6857,-1.3095,-0.24726,-0.35668,0.81333,1.0354,0.3585
0.85232,0.30715,0.15451,0.066424,1.3426,0.90076,0.37763,0.63525,-0.19249
-0.16778,-1.1633,-1.0769,-1.2688,-0.5516,-1.1496,-0.12436,0.35399,-0.54727
-0.2122,0.31314,0.34365,0.56035,0.77513,1.1522,0.26801,0.21104,0.88231
1.0573,3.1358,2.9918,2.99,1.6607,1.451,0.433,0.97745,0.7737
1.4261,1.2491,1.342,1.2509,-0.35023,0.7771,0.3816,0.15217,-0.15473
-0.44032,1.0821,1.1089,1.0815,-0.39865,0.28776,0.38686,0.22132,0.10428
0.40343,-0.60258,-0.25911,-0.39985,1.0375,1.366,0.25556,0.0077654,0.12123
-0.83869,-1.5516,-1.1392,-1.6064,0.13122,0.34768,-0.11905,-0.47601,0.14541
0.51549,0.69884,0.45976,0.55637,-0.081359,-1.2109,-0.21428,-0.067633,-0.086941
-0.4839,-0.16338,-0.45105,-0.067508,-1.1529,-0.66179,2.1006,1.9531,0.7685
-0.64425,-0.36907,-0.96079,-0.39419,-0.26245,-0.0069701,-0.24369,-0.40375,-0.046203
1.4618,1.0275,0.55048,0.38009,0.85773,0.6246,0.40039,0.36141,0.24435
-0.36871,0.69785,0.21578,0.73501,-0.12392,-0.10619,1.7483,1.277,1.1824
1.8623,1.8167,1.9869,2.0971,1.9664,1.209,1.5551,0.88528,1.0411
-1.2189,-1.2206,-1.1835,-1.1055,-0.62492,-0.062962,-0.86446,-1.5261,0.99702
0.50143,-0.2107,-0.26181,-0.23288,0.37935,0.41738,-0.015609,-1.0709,0.74102
-0.7703,-0.90763,-1.2235,-0.94135,0.37131,-0.41825,0.0028922,0.065862,-0.38413
0.0089924,-1.4058,-1.0182,-1.4312,-0.36607,-0.32663,0.38256,-0.82898,-0.63951
-1.052,-1.6144,-1.576,-1.6291,-0.80442,-0.78742,-0.21057,-0.57445,-0.21413
-1.2007,-0.8321,-0.73024,-0.67014,1.7837,1.5119,0.53127,0.12317,1.6004
0.9487,0.47461,0.74506,0.33246,0.046975,0.038055,0.37695,0.45835,0.97196
-1.4598,-0.70636,-0.56917,-0.76985,-1.3951,-0.2775,-0.86189,-0.52545,-0.10095
-1.4308,-0.61887,-0.40413,-0.6958,-0.15557,0.19789,-0.47365,0.15839,0.50808
-0.9918,-0.10163,-0.33961,-0.2678,-1.7878,-1.2572,-0.42253,-0.59038,-0.023814
0.72902,0.29605,0.95332,0.47809,2.2323,1.8271,-0.12412,0.85329,0.98071
1.1996,0.74536,0.81065,0.49582,-0.24905,0.16984,0.096233,-0.46741,-0.039025
-0.38518,-0.56467,-0.39405,-0.3897,0.22002,0.56705,-0.2476,-0.81031,-0.99479
0.741,0.77186,0.47579,0.51931,-2.644,-1.2024,-0.027434,0.22954,0.051995
-0.96081,-0.8411,-0.92656,-1.0626,-1.0537,-1.1297,-0.71749,0.043227,-0.31034
1.0893,0.0083422,0.32312,0.062055,-0.47628,-0.19055,-0.40566,0.15433,-0.21965
-0.68656,-0.49575,-0.46577,-0.44906,-0.19794,0.64838,-0.6936,-0.4915,0.49175
2.1453,1.512,1.7077,1.468,0.76299,0.30768,0.7618,0.85724,0.1931
-0.64242,-0.023591,-0.10741,-0.042527,1.1987,0.45533,0.089854,0.2138,0.069745
1.2777,0.7619,0.63007,0.53703,0.49117,0.85312,2.1614,1.7098,1.0604
0.079447,0.48791,0.65379,0.47591,-0.13976,0.22604,0.32455,0.010966,-0.24525
1.2447,0.28667,0.48959,0.20943,1.5244,1.6925,0.92655,1.1437,0.36108
0.32299,-0.049872,0.41011,0.15203,0.58819,0.19822,-1.206,-0.39481,-0.34256
-1.1287,-1.1351,-1.1069,-1.0634,-1.1315,-0.86567,0.42101,0.49163,0.61802
0.076297,0.31193,0.18664,0.27504,0.40538,-0.49318,0.60643,0.8642,0.50289
-0.71511,-1.445,-1.3553,-1.0122,1.4535,1.3799,0.55521,0.19483,0.043933
1.312,0.7067,0.67712,0.72944,2.0031,1.8147,0.74275,1.8065,0.11882
-0.80468,-0.83074,-1.0419,-0.85227,0.20186,0.64407,-0.78651,0.28048,-0.035474
0.49885,0.79817,1.0514,0.81904,1.2472,1.7899,-0.24173,-0.76155,0.035778
-0.80748,-0.093451,-0.077951,0.094769,-0.91386,-0.4324,0.29055,-0.35333,0.46692
1.4012,0.95483,1.2644,1.0534,0.25151,-0.31702,0.48004,-0.52293,0.49544
0.32095,1.4718,1.2109,1.2665,-0.18396,0.23285,-0.40988,-0.15398,0.2514
-1.441,-0.27678,-0.28488,-0.56698,-1.4289,-1.3414,-0.75442,-0.77452,0.25329
1.5196,1.1101,1.0197,1.2433,0.774,1.1945,1.9909,2.2268,0.92753
-1.1201,-1.6942,-1.6902,-1.7368,-0.33946,-0.7215,-0.18506,0.5628,-1.2904
-0.92863,0.49557,0.44638,0.52452,-0.028177,-0.12714,-0.37135,-0.036909,-0.10958
-1.0957,-0.74586,-1.0187,-0.6008,1.2129,1.2246,-0.87046,-0.35016,1.4902
0.88571,0.22603,0.28242,0.53156,1.7144,1.3917,-0.16233,0.41296,0.78043
-0.43995,-1.2224,-1.3656,-1.2253,0.73811,0.1241,0.3385,-0.032987,1.2694
-1.5717,-0.18245,-0.43765,-0.54613,-0.74925,-0.80651,-1.14,-0.63007,-0.77761
0.050881,0.22825,0.24946,0.25556,0.096717,-0.8026,-1.3616,-1.2755,-0.71265
-0.39455,-1.4897,-0.84674,-1.3275,-1.0001,-0.73862,-0.3742,-0.70177,-0.77641
0.81997,0.70725,0.89882,0.57118,-0.12576,-0.0029141,0.32209,0.19442,-0.5963
-0.5319,0.53943,-0.050267,0.53349,-0.10878,-0.084254,0.48367,-0.0015273,-0.27964
0.76824,0.87361,0.91754,0.92671,0.026751,-0.22122,-0.46033,0.15842,-0.006279
0.95382,1.4841,1.7005,1.5888,0.38864,-0.57203,-0.49678,-0.23825,0.72465
-1.172,-0.85843,-0.73972,-1.0789,-0.8454,-1.8413,-1.9954,-2.1523,-0.49256
0.8257,0.16456,0.42602,0.27355,-0.69982,-1.0732,-0.32062,-0.54473,-0.37547
-1.226,-0.68058,-0.81541,-0.67154,-0.80679,-0.79462,-0.65882,-0.47077,-1.0733
0.62791,0.88424,0.96191,0.86224,-0.29606,-0.36085,0.22352,0.49416,-1.5554
0.91043,2.0397,2.0407,2.0343,1.7794,1.6837,-0.099398,0.29977,-0.62334
-0.95286,0.51865,0.40661,0.54637,0.05189,-0.10036,-0.61347,-0.19056,-0.071363
0.60435,0.1455,0.089957,-0.31631,-1.2988,-1.0822,-0.44091,0.26941,-0.017428
-1.7409,-0.57917,-0.69241,-0.60172,0.5722,0.26676,-0.7865,-0.44738,-0.672
0.2521,0.25068,0.55923,0.16721,1.1617,0.68975,-0.91391,-0.76759,-0.59069
-1.0223,-1.0573,-0.82268,-1.0951,0.58959,0.28901,-0.9572,-1.297,0.048806
0.33897,-1.2105,-0.90918,-1.1744,0.43282,0.65267,-0.45517,0.043964,0.1259
-1.11,-0.99123,-1.2972,-0.86358,-0.68219,0.29404,0.17282,0.63827,0.3886
0.44695,-0.69567,-0.72602,-0.48547,0.012942,0.14129,-0.18717,0.43115,0.6456
0.88154,1.137,0.88987,1.2977,-0.072936,-0.24943,-0.19468,0.34788,-0.33199
-1.1036,0.38164,0.058932,0.35379,-1.4849,-0.87101,-1.3781,-0.66115,-0.076558
-0.76844,-0.75338,-0.98156,-0.73374,0.13032,0.39764,0.24548,0.30806,-1.7248
0.86735,1.0788,1.0922,1.1272,0.5323,0.46722,0.17438,0.34927,-1.6412
0.41604,0.61847,0.65299,0.58797,-1.2337,0.16038,-0.61099,-1.3111,-0.2351
1.2441,-0.66303,-0.59638,-0.50987,2.0109,1.9239,-0.047935,0.28737,-1.3736
-0.4321,0.31094,0.26339,0.59811,0.56425,0.88473,0.025076,-0.63707,-0.52027
0.2599,-0.073972,0.039232,-0.17333,-0.89632,-1.0648,-0.45665,-0.78568,-0.99059
0.046594,-0.10648,-0.070551,-0.080243,1.1525,1.2231,0.20641,-1.1741,-0.81986
1.3866,0.99393,0.74209,1.0874,0.93255,1.851,1.7304,0.91662,0.73459
1.6124,0.36494,0.57277,0.13774,0.55689,0.4894,0.59722,0.52936,-0.15302
